osid_scrambled,tid_scrambled,site,shelf,path,pathindex,lim,member_list,neighbor1_final,neighbor1-lim,neighbor1_osid,date,source
afc-75de1-c0,2b7-f2047-50,16,1,2,20,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,15-4ca-a9c53-43-1-1,,afc-75de1-c0,2019/09/04,16-2b7-f2047-50-1-2
afc-75de1-c0,2b7-f2047-50,16,1,2,20,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,16-2b7-f2047-50-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,16-2b7-f2047-50-1-2
afc-75de1-c0,2b7-f2047-50,16,1,2,20,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,16-2b7-f2047-50-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,16-2b7-f2047-50-1-2
afc-75de1-c0,2b7-f2047-50,16,1,2,20,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,16-2b7-f2047-50-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,16-2b7-f2047-50-1-2
afc-75de1-c0,2b7-f2047-50,16,1,1,21,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,15-4ca-a9c53-43-1-1,,afc-75de1-c0,2019/09/04,16-2b7-f2047-50-1-1
afc-75de1-c0,2b7-f2047-50,16,1,1,21,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,16-2b7-f2047-50-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,16-2b7-f2047-50-1-1
afc-75de1-c0,2b7-f2047-50,16,1,1,21,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,16-2b7-f2047-50-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,16-2b7-f2047-50-1-1
afc-75de1-c0,2b7-f2047-50,16,1,1,21,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,16-2b7-f2047-50-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,16-2b7-f2047-50-1-1
4ec-ccae1-3e,2bc-76ec8-b8,8,41,3,6,,,9-05e-47e8b-d0-41-2,,no value present,2019/09/04,8-2bc-76ec8-b8-41-3
4ec-ccae1-3e,2bc-76ec8-b8,8,41,3,6,,,8-2bc-76ec8-b8-41-2,,4ec-ccae1-3e,2019/09/04,8-2bc-76ec8-b8-41-3
4ec-ccae1-3e,2bc-76ec8-b8,8,41,3,6,,,8-2bc-76ec8-b8-41-2,,4ec-ccae1-3e,2019/09/04,8-2bc-76ec8-b8-41-3
4ec-ccae1-3e,2bc-76ec8-b8,8,41,3,6,,,8-2bc-76ec8-b8-41-2,,4ec-ccae1-3e,2019/09/04,8-2bc-76ec8-b8-41-3
4ec-ccae1-3e,2bc-76ec8-b8,8,41,2,7,,,9-05e-47e8b-d0-41-2,,no value present,2019/09/04,8-2bc-76ec8-b8-41-2
4ec-ccae1-3e,2bc-76ec8-b8,8,41,2,7,,,8-2bc-76ec8-b8-41-3,,4ec-ccae1-3e,2019/09/04,8-2bc-76ec8-b8-41-2
4ec-ccae1-3e,2bc-76ec8-b8,8,41,2,7,,,8-2bc-76ec8-b8-41-3,,4ec-ccae1-3e,2019/09/04,8-2bc-76ec8-b8-41-2
4ec-ccae1-3e,2bc-76ec8-b8,8,41,2,7,,,8-2bc-76ec8-b8-41-3,,4ec-ccae1-3e,2019/09/04,8-2bc-76ec8-b8-41-2
afc-75de1-c0,325-4bd4a-84,19,1,2,14,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,18-7e2-d1bf8-f0-1-1,,afc-75de1-c0,2019/09/04,19-325-4bd4a-84-1-2
afc-75de1-c0,325-4bd4a-84,19,1,2,14,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,19-325-4bd4a-84-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,19-325-4bd4a-84-1-2
afc-75de1-c0,325-4bd4a-84,19,1,2,14,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,19-325-4bd4a-84-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,19-325-4bd4a-84-1-2
afc-75de1-c0,325-4bd4a-84,19,1,2,14,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,19-325-4bd4a-84-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,19-325-4bd4a-84-1-2
afc-75de1-c0,325-4bd4a-84,19,1,1,15,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,18-7e2-d1bf8-f0-1-1,,afc-75de1-c0,2019/09/04,19-325-4bd4a-84-1-1
afc-75de1-c0,325-4bd4a-84,19,1,1,15,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,19-325-4bd4a-84-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,19-325-4bd4a-84-1-1
afc-75de1-c0,325-4bd4a-84,19,1,1,15,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,19-325-4bd4a-84-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,19-325-4bd4a-84-1-1
afc-75de1-c0,325-4bd4a-84,19,1,1,15,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,19-325-4bd4a-84-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,19-325-4bd4a-84-1-1
141-526ce-57,375-d9020-08,104,23,1,1,LIM-23-24,LIM-23-24-8;ISS-23-22-3;LIM-23-24;CMD44-23-51;CMD44-23-52;WSSOPM-23-27;BMD-23-55;BMD-23-57;LIM-23-23;ISS-23-22;SLIC-23-25,105-6ea-d45c5-dd-21-4,,no value present,2019/09/04,104-375-d9020-08-23-1
141-526ce-57,375-d9020-08,104,23,1,1,LIM-23-24,LIM-23-24-8;ISS-23-22-3;LIM-23-24;CMD44-23-51;CMD44-23-52;WSSOPM-23-27;BMD-23-55;BMD-23-57;LIM-23-23;ISS-23-22;SLIC-23-25,104-375-d9020-08-21-4,LIM-21-24,918-682ab-f0,2019/09/04,104-375-d9020-08-23-1
141-526ce-57,375-d9020-08,104,23,1,1,LIM-23-24,LIM-23-24-8;ISS-23-22-3;LIM-23-24;CMD44-23-51;CMD44-23-52;WSSOPM-23-27;BMD-23-55;BMD-23-57;LIM-23-23;ISS-23-22;SLIC-23-25,104-375-d9020-08-21-4,LIM-21-24,918-682ab-f0,2019/09/04,104-375-d9020-08-23-1
141-526ce-57,375-d9020-08,104,23,1,1,LIM-23-24,LIM-23-24-8;ISS-23-22-3;LIM-23-24;CMD44-23-51;CMD44-23-52;WSSOPM-23-27;BMD-23-55;BMD-23-57;LIM-23-23;ISS-23-22;SLIC-23-25,104-375-d9020-08-21-4,LIM-21-24,918-682ab-f0,2019/09/04,104-375-d9020-08-23-1
918-682ab-f0,375-d9020-08,104,21,4,2,LIM-21-24,LIM-21-24-8;ISS-21-22-3;LIM-21-24;WSSOPM-21-27;BMD-21-55;BMD-21-57;LIM-21-23;ISS-21-22;SLIC-21-25,103-597-cba95-25-21-1,,no value present,2019/09/04,104-375-d9020-08-21-4
918-682ab-f0,375-d9020-08,104,21,4,2,LIM-21-24,LIM-21-24-8;ISS-21-22-3;LIM-21-24;WSSOPM-21-27;BMD-21-55;BMD-21-57;LIM-21-23;ISS-21-22;SLIC-21-25,104-375-d9020-08-23-1,LIM-23-24,141-526ce-57,2019/09/04,104-375-d9020-08-21-4
918-682ab-f0,375-d9020-08,104,21,4,2,LIM-21-24,LIM-21-24-8;ISS-21-22-3;LIM-21-24;WSSOPM-21-27;BMD-21-55;BMD-21-57;LIM-21-23;ISS-21-22;SLIC-21-25,104-375-d9020-08-23-1,LIM-23-24,141-526ce-57,2019/09/04,104-375-d9020-08-21-4
918-682ab-f0,375-d9020-08,104,21,4,2,LIM-21-24,LIM-21-24-8;ISS-21-22-3;LIM-21-24;WSSOPM-21-27;BMD-21-55;BMD-21-57;LIM-21-23;ISS-21-22;SLIC-21-25,104-375-d9020-08-23-1,LIM-23-24,141-526ce-57,2019/09/04,104-375-d9020-08-21-4
971-e0858-8d,393-4ff47-cf,16,41,3,6,,,17-d6d-f2232-39-41-2,,no value present,2019/09/04,16-393-4ff47-cf-41-3
971-e0858-8d,393-4ff47-cf,16,41,3,6,,,16-393-4ff47-cf-41-2,,971-e0858-8d,2019/09/04,16-393-4ff47-cf-41-3
971-e0858-8d,393-4ff47-cf,16,41,3,6,,,16-393-4ff47-cf-41-2,,971-e0858-8d,2019/09/04,16-393-4ff47-cf-41-3
971-e0858-8d,393-4ff47-cf,16,41,3,6,,,16-393-4ff47-cf-41-2,,971-e0858-8d,2019/09/04,16-393-4ff47-cf-41-3
971-e0858-8d,393-4ff47-cf,16,41,2,7,,,17-d6d-f2232-39-41-2,,no value present,2019/09/04,16-393-4ff47-cf-41-2
971-e0858-8d,393-4ff47-cf,16,41,2,7,,,16-393-4ff47-cf-41-3,,971-e0858-8d,2019/09/04,16-393-4ff47-cf-41-2
971-e0858-8d,393-4ff47-cf,16,41,2,7,,,16-393-4ff47-cf-41-3,,971-e0858-8d,2019/09/04,16-393-4ff47-cf-41-2
971-e0858-8d,393-4ff47-cf,16,41,2,7,,,16-393-4ff47-cf-41-3,,971-e0858-8d,2019/09/04,16-393-4ff47-cf-41-2
971-e0858-8d,3a4-de101-70,14,41,3,10,,,15-cec-c074d-3a-41-2,,no value present,2019/09/04,14-3a4-de101-70-41-3
971-e0858-8d,3a4-de101-70,14,41,3,10,,,14-3a4-de101-70-41-2,,971-e0858-8d,2019/09/04,14-3a4-de101-70-41-3
971-e0858-8d,3a4-de101-70,14,41,3,10,,,14-3a4-de101-70-41-2,,971-e0858-8d,2019/09/04,14-3a4-de101-70-41-3
971-e0858-8d,3a4-de101-70,14,41,3,10,,,14-3a4-de101-70-41-2,,971-e0858-8d,2019/09/04,14-3a4-de101-70-41-3
971-e0858-8d,3a4-de101-70,14,41,2,11,,,15-cec-c074d-3a-41-2,,no value present,2019/09/04,14-3a4-de101-70-41-2
971-e0858-8d,3a4-de101-70,14,41,2,11,,,14-3a4-de101-70-41-3,,971-e0858-8d,2019/09/04,14-3a4-de101-70-41-2
971-e0858-8d,3a4-de101-70,14,41,2,11,,,14-3a4-de101-70-41-3,,971-e0858-8d,2019/09/04,14-3a4-de101-70-41-2
971-e0858-8d,3a4-de101-70,14,41,2,11,,,14-3a4-de101-70-41-3,,971-e0858-8d,2019/09/04,14-3a4-de101-70-41-2
886-8b883-12,3c6-34efd-e8,32,41,3,4,,,33-7a5-ab562-05-41-2,,no value present,2019/09/04,32-3c6-34efd-e8-41-3
886-8b883-12,3c6-34efd-e8,32,41,3,4,,,32-3c6-34efd-e8-41-2,,886-8b883-12,2019/09/04,32-3c6-34efd-e8-41-3
886-8b883-12,3c6-34efd-e8,32,41,3,4,,,32-3c6-34efd-e8-41-2,,886-8b883-12,2019/09/04,32-3c6-34efd-e8-41-3
886-8b883-12,3c6-34efd-e8,32,41,3,4,,,32-3c6-34efd-e8-41-2,,886-8b883-12,2019/09/04,32-3c6-34efd-e8-41-3
886-8b883-12,3c6-34efd-e8,32,41,2,5,,,33-7a5-ab562-05-41-2,,no value present,2019/09/04,32-3c6-34efd-e8-41-2
886-8b883-12,3c6-34efd-e8,32,41,2,5,,,32-3c6-34efd-e8-41-3,,886-8b883-12,2019/09/04,32-3c6-34efd-e8-41-2
886-8b883-12,3c6-34efd-e8,32,41,2,5,,,32-3c6-34efd-e8-41-3,,886-8b883-12,2019/09/04,32-3c6-34efd-e8-41-2
886-8b883-12,3c6-34efd-e8,32,41,2,5,,,32-3c6-34efd-e8-41-3,,886-8b883-12,2019/09/04,32-3c6-34efd-e8-41-2
afc-75de1-c0,423-05d88-8a,13,2,2,26,LIM-2-2,FRV-FDGFF1-1-1;LIM-2-2-8;LIM-2-2-5;OSC-2-4-1;LIM-2-2;WSS-2-3,13-423-05d88-8a-1-1,,afc-75de1-c0,2019/09/04,13-423-05d88-8a-2-2
afc-75de1-c0,423-05d88-8a,13,2,2,26,LIM-2-2,FRV-FDGFF1-1-1;LIM-2-2-8;LIM-2-2-5;OSC-2-4-1;LIM-2-2;WSS-2-3,13-423-05d88-8a-1-1,LIM-1-2,afc-75de1-c0,2019/09/04,13-423-05d88-8a-2-2
afc-75de1-c0,423-05d88-8a,13,2,2,26,LIM-2-2,FRV-FDGFF1-1-1;LIM-2-2-8;LIM-2-2-5;OSC-2-4-1;LIM-2-2;WSS-2-3,13-423-05d88-8a-1-1,LIM-1-2,afc-75de1-c0,2019/09/04,13-423-05d88-8a-2-2
afc-75de1-c0,423-05d88-8a,13,2,2,26,LIM-2-2,FRV-FDGFF1-1-1;LIM-2-2-8;LIM-2-2-5;OSC-2-4-1;LIM-2-2;WSS-2-3,13-423-05d88-8a-1-1,LIM-1-2,afc-75de1-c0,2019/09/04,13-423-05d88-8a-2-2
afc-75de1-c0,423-05d88-8a,13,1,1,27,LIM-1-2,FRV-FDGFF1-2-1;LIM-1-2-8;LIM-1-2-5;OSC-1-4-1;LIM-1-2;WSS-1-3,13-423-05d88-8a-2-2,,afc-75de1-c0,2019/09/04,13-423-05d88-8a-1-1
afc-75de1-c0,423-05d88-8a,13,1,1,27,LIM-1-2,FRV-FDGFF1-2-1;LIM-1-2-8;LIM-1-2-5;OSC-1-4-1;LIM-1-2;WSS-1-3,13-423-05d88-8a-2-2,LIM-2-2,afc-75de1-c0,2019/09/04,13-423-05d88-8a-1-1
afc-75de1-c0,423-05d88-8a,13,1,1,27,LIM-1-2,FRV-FDGFF1-2-1;LIM-1-2-8;LIM-1-2-5;OSC-1-4-1;LIM-1-2;WSS-1-3,13-423-05d88-8a-2-2,LIM-2-2,afc-75de1-c0,2019/09/04,13-423-05d88-8a-1-1
afc-75de1-c0,423-05d88-8a,13,1,1,27,LIM-1-2,FRV-FDGFF1-2-1;LIM-1-2-8;LIM-1-2-5;OSC-1-4-1;LIM-1-2;WSS-1-3,13-423-05d88-8a-2-2,LIM-2-2,afc-75de1-c0,2019/09/04,13-423-05d88-8a-1-1
971-e0858-8d,42d-07ea2-c4,18,41,3,2,,,19-5e4-e2eaf-03-41-1,,no value present,2019/09/04,18-42d-07ea2-c4-41-3
971-e0858-8d,42d-07ea2-c4,18,41,3,2,,,18-42d-07ea2-c4-41-2,,971-e0858-8d,2019/09/04,18-42d-07ea2-c4-41-3
971-e0858-8d,42d-07ea2-c4,18,41,3,2,,,18-42d-07ea2-c4-41-2,,971-e0858-8d,2019/09/04,18-42d-07ea2-c4-41-3
971-e0858-8d,42d-07ea2-c4,18,41,3,2,,,18-42d-07ea2-c4-41-2,,971-e0858-8d,2019/09/04,18-42d-07ea2-c4-41-3
971-e0858-8d,42d-07ea2-c4,18,41,2,3,,,19-5e4-e2eaf-03-41-1,,no value present,2019/09/04,18-42d-07ea2-c4-41-2
971-e0858-8d,42d-07ea2-c4,18,41,2,3,,,18-42d-07ea2-c4-41-3,,971-e0858-8d,2019/09/04,18-42d-07ea2-c4-41-2
971-e0858-8d,42d-07ea2-c4,18,41,2,3,,,18-42d-07ea2-c4-41-3,,971-e0858-8d,2019/09/04,18-42d-07ea2-c4-41-2
971-e0858-8d,42d-07ea2-c4,18,41,2,3,,,18-42d-07ea2-c4-41-3,,971-e0858-8d,2019/09/04,18-42d-07ea2-c4-41-2
afc-75de1-c0,439-8550f-8f,11,1,2,30,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,10-fa4-9fd19-5d-1-1,,afc-75de1-c0,2019/09/04,11-439-8550f-8f-1-2
afc-75de1-c0,439-8550f-8f,11,1,2,30,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,11-439-8550f-8f-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,11-439-8550f-8f-1-2
afc-75de1-c0,439-8550f-8f,11,1,2,30,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,11-439-8550f-8f-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,11-439-8550f-8f-1-2
afc-75de1-c0,439-8550f-8f,11,1,2,30,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,11-439-8550f-8f-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,11-439-8550f-8f-1-2
afc-75de1-c0,439-8550f-8f,11,1,1,31,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,10-fa4-9fd19-5d-1-1,,afc-75de1-c0,2019/09/04,11-439-8550f-8f-1-1
afc-75de1-c0,439-8550f-8f,11,1,1,31,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,11-439-8550f-8f-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,11-439-8550f-8f-1-1
afc-75de1-c0,439-8550f-8f,11,1,1,31,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,11-439-8550f-8f-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,11-439-8550f-8f-1-1
afc-75de1-c0,439-8550f-8f,11,1,1,31,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,11-439-8550f-8f-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,11-439-8550f-8f-1-1
014-73fda-71,46a-5abd9-d8,37,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,36-766-f3051-d7-1-1,,014-73fda-71,2019/09/04,37-46a-5abd9-d8-1-2
014-73fda-71,46a-5abd9-d8,37,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,37-46a-5abd9-d8-1-1,LIM-1-1,014-73fda-71,2019/09/04,37-46a-5abd9-d8-1-2
014-73fda-71,46a-5abd9-d8,37,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,37-46a-5abd9-d8-1-1,LIM-1-1,014-73fda-71,2019/09/04,37-46a-5abd9-d8-1-2
014-73fda-71,46a-5abd9-d8,37,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,37-46a-5abd9-d8-1-1,LIM-1-1,014-73fda-71,2019/09/04,37-46a-5abd9-d8-1-2
014-73fda-71,46a-5abd9-d8,37,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,36-766-f3051-d7-1-1,,014-73fda-71,2019/09/04,37-46a-5abd9-d8-1-1
014-73fda-71,46a-5abd9-d8,37,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,37-46a-5abd9-d8-1-2,LIM-1-2,014-73fda-71,2019/09/04,37-46a-5abd9-d8-1-1
014-73fda-71,46a-5abd9-d8,37,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,37-46a-5abd9-d8-1-2,LIM-1-2,014-73fda-71,2019/09/04,37-46a-5abd9-d8-1-1
014-73fda-71,46a-5abd9-d8,37,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,37-46a-5abd9-d8-1-2,LIM-1-2,014-73fda-71,2019/09/04,37-46a-5abd9-d8-1-1
014-73fda-71,474-5cb2a-11,38,1,1,1,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-21;LIM-1-1;GMD-1-4;CMD8-1-5;CMD8-1-6;CMD8-1-7,37-46a-5abd9-d8-1-1,,014-73fda-71,2019/09/04,38-474-5cb2a-11-1-1
afc-75de1-c0,4a2-3985c-eb,17,1,1,19,LIM-1-2,BIG-CDGFF2-2-1;LIM-1-2-8;LIM-1-2-5;OSC-1-4-21;LIM-1-2;GMD-1-4,17-695-aa77b-8f-2-2,,afc-75de1-c0,2019/09/04,17-4a2-3985c-eb-1-1
afc-75de1-c0,4ca-a9c53-43,15,1,2,22,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,14-c44-7ec6b-89-1-1,,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-2
afc-75de1-c0,4ca-a9c53-43,15,1,2,22,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,15-4ca-a9c53-43-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-2
afc-75de1-c0,4ca-a9c53-43,15,1,2,22,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,15-4ca-a9c53-43-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-2
afc-75de1-c0,4ca-a9c53-43,15,1,2,22,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,15-4ca-a9c53-43-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-2
afc-75de1-c0,4ca-a9c53-43,15,1,1,23,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,14-c44-7ec6b-89-1-1,,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-1
afc-75de1-c0,4ca-a9c53-43,15,1,1,23,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,15-4ca-a9c53-43-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-1
afc-75de1-c0,4ca-a9c53-43,15,1,1,23,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,15-4ca-a9c53-43-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-1
afc-75de1-c0,4ca-a9c53-43,15,1,1,23,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,15-4ca-a9c53-43-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-1
b7a-22d75-92,4f1-8880c-75,29,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,28-145-f5072-e1-1-1,,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-2
b7a-22d75-92,4f1-8880c-75,29,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,29-4f1-8880c-75-1-1,LIM-1-1,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-2
b7a-22d75-92,4f1-8880c-75,29,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,29-4f1-8880c-75-1-1,LIM-1-1,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-2
b7a-22d75-92,4f1-8880c-75,29,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,29-4f1-8880c-75-1-1,LIM-1-1,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-2
b7a-22d75-92,4f1-8880c-75,29,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,28-145-f5072-e1-1-1,,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-1
b7a-22d75-92,4f1-8880c-75,29,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,29-4f1-8880c-75-1-2,LIM-1-2,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-1
b7a-22d75-92,4f1-8880c-75,29,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,29-4f1-8880c-75-1-2,LIM-1-2,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-1
b7a-22d75-92,4f1-8880c-75,29,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,29-4f1-8880c-75-1-2,LIM-1-2,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-1
afc-75de1-c0,520-45217-ff,23,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,22-5ae-69c45-f8-1-1,,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-2
afc-75de1-c0,520-45217-ff,23,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,23-520-45217-ff-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-2
afc-75de1-c0,520-45217-ff,23,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,23-520-45217-ff-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-2
afc-75de1-c0,520-45217-ff,23,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,23-520-45217-ff-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-2
afc-75de1-c0,520-45217-ff,23,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,22-5ae-69c45-f8-1-1,,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-1
afc-75de1-c0,520-45217-ff,23,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,23-520-45217-ff-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-1
afc-75de1-c0,520-45217-ff,23,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,23-520-45217-ff-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-1
afc-75de1-c0,520-45217-ff,23,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,23-520-45217-ff-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-1
886-8b883-12,5a4-b7b35-3f,1,42,8,6,,,32-125-1eceb-0e-41-2,,no value present,2019/09/04,1-5a4-b7b35-3f-42-8
afc-75de1-c0,5ae-69c45-f8,22,1,2,8,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,21-e8f-5b50a-c8-2-2,,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-2
afc-75de1-c0,5ae-69c45-f8,22,1,2,8,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,22-5ae-69c45-f8-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-2
afc-75de1-c0,5ae-69c45-f8,22,1,2,8,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,22-5ae-69c45-f8-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-2
afc-75de1-c0,5ae-69c45-f8,22,1,2,8,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,22-5ae-69c45-f8-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-2
