osid_scrambled,tid_scrambled,site,shelf,path,pathindex,lim,member_list,neighbor1_final,neighbor1-lim,neighbor1_osid,date,source
afc-75de1-c0,e03-45046-fe,3,1,1,47,LIM-1-2,HIL-TERM2-2-1;LIM-1-2-8;LIM-1-2-5;OSC-1-4-21;LIM-1-2;GMD-1-4;CMD8-1-5;CMD8-1-9;CMD8-1-7,3-974-27695-1c-2-2,,afc-75de1-c0,2019/09/04,3-e03-45046-fe-1-1
971-e0858-8d,e1a-6e18d-29,12,41,3,14,,,13-d62-d5eae-77-41-2,,no value present,2019/09/04,12-e1a-6e18d-29-41-3
971-e0858-8d,e1a-6e18d-29,12,41,3,14,,,12-e1a-6e18d-29-41-2,,971-e0858-8d,2019/09/04,12-e1a-6e18d-29-41-3
971-e0858-8d,e1a-6e18d-29,12,41,3,14,,,12-e1a-6e18d-29-41-2,,971-e0858-8d,2019/09/04,12-e1a-6e18d-29-41-3
971-e0858-8d,e1a-6e18d-29,12,41,3,14,,,12-e1a-6e18d-29-41-2,,971-e0858-8d,2019/09/04,12-e1a-6e18d-29-41-3
971-e0858-8d,e1a-6e18d-29,12,41,2,15,,,13-d62-d5eae-77-41-2,,no value present,2019/09/04,12-e1a-6e18d-29-41-2
971-e0858-8d,e1a-6e18d-29,12,41,2,15,,,12-e1a-6e18d-29-41-3,,971-e0858-8d,2019/09/04,12-e1a-6e18d-29-41-2
971-e0858-8d,e1a-6e18d-29,12,41,2,15,,,12-e1a-6e18d-29-41-3,,971-e0858-8d,2019/09/04,12-e1a-6e18d-29-41-2
971-e0858-8d,e1a-6e18d-29,12,41,2,15,,,12-e1a-6e18d-29-41-3,,971-e0858-8d,2019/09/04,12-e1a-6e18d-29-41-2
886-8b883-12,e26-f8c37-e4,3,41,5,1,,,33-7a5-ab562-05-41-2,,no value present,2019/09/04,3-e26-f8c37-e4-41-5
886-8b883-12,e26-f8c37-e4,3,41,5,1,,,3-e26-f8c37-e4-42-4,,a8c-dd7b9-8f,2019/09/04,3-e26-f8c37-e4-41-5
886-8b883-12,e26-f8c37-e4,3,41,5,1,,,3-e26-f8c37-e4-42-4,,a8c-dd7b9-8f,2019/09/04,3-e26-f8c37-e4-41-5
886-8b883-12,e26-f8c37-e4,3,41,5,1,,,3-e26-f8c37-e4-42-4,,a8c-dd7b9-8f,2019/09/04,3-e26-f8c37-e4-41-5
a8c-dd7b9-8f,e26-f8c37-e4,3,42,4,2,,,4-685-7ba47-2a-41-1,,no value present,2019/09/04,3-e26-f8c37-e4-42-4
a8c-dd7b9-8f,e26-f8c37-e4,3,42,4,2,,,3-e26-f8c37-e4-41-5,,886-8b883-12,2019/09/04,3-e26-f8c37-e4-42-4
a8c-dd7b9-8f,e26-f8c37-e4,3,42,4,2,,,3-e26-f8c37-e4-41-5,,886-8b883-12,2019/09/04,3-e26-f8c37-e4-42-4
a8c-dd7b9-8f,e26-f8c37-e4,3,42,4,2,,,3-e26-f8c37-e4-41-5,,886-8b883-12,2019/09/04,3-e26-f8c37-e4-42-4
89c-6b143-f9,e31-544bc-1c,102,4,1,1,LIM-4-25,LIM-4-25-8;LIM-4-25-5;OSC-4-21-1;LIM-4-25;CMD44-4-51;CMD44-4-52;WSSOPM-4-26,101-c2a-458e5-2d-3-4,,89c-6b143-f9,2019/09/04,102-e31-544bc-1c-4-1
89c-6b143-f9,e31-544bc-1c,102,4,1,1,LIM-4-25,LIM-4-25-8;LIM-4-25-5;OSC-4-21-1;LIM-4-25;CMD44-4-51;CMD44-4-52;WSSOPM-4-26,102-e31-544bc-1c-2-1,LIM-2-24,e03-dff35-95,2019/09/04,102-e31-544bc-1c-4-1
89c-6b143-f9,e31-544bc-1c,102,4,1,1,LIM-4-25,LIM-4-25-8;LIM-4-25-5;OSC-4-21-1;LIM-4-25;CMD44-4-51;CMD44-4-52;WSSOPM-4-26,102-e31-544bc-1c-2-1,LIM-2-24,e03-dff35-95,2019/09/04,102-e31-544bc-1c-4-1
89c-6b143-f9,e31-544bc-1c,102,4,1,1,LIM-4-25,LIM-4-25-8;LIM-4-25-5;OSC-4-21-1;LIM-4-25;CMD44-4-51;CMD44-4-52;WSSOPM-4-26,102-e31-544bc-1c-2-1,LIM-2-24,e03-dff35-95,2019/09/04,102-e31-544bc-1c-4-1
e03-dff35-95,e31-544bc-1c,102,2,1,1,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,103-dfa-62357-df-1-4,,e03-dff35-95,2019/09/04,102-e31-544bc-1c-2-1
e03-dff35-95,e31-544bc-1c,102,2,1,1,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,102-e31-544bc-1c-4-1,LIM-4-25,89c-6b143-f9,2019/09/04,102-e31-544bc-1c-2-1
e03-dff35-95,e31-544bc-1c,102,2,1,1,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,102-e31-544bc-1c-4-1,LIM-4-25,89c-6b143-f9,2019/09/04,102-e31-544bc-1c-2-1
e03-dff35-95,e31-544bc-1c,102,2,1,1,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,102-e31-544bc-1c-4-1,LIM-4-25,89c-6b143-f9,2019/09/04,102-e31-544bc-1c-2-1
014-73fda-71,e69-ef966-a8,35,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,3-642-15727-b8-4-4,,014-73fda-71,2019/09/04,35-e69-ef966-a8-1-2
014-73fda-71,e69-ef966-a8,35,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,35-e69-ef966-a8-1-1,LIM-1-1,014-73fda-71,2019/09/04,35-e69-ef966-a8-1-2
014-73fda-71,e69-ef966-a8,35,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,35-e69-ef966-a8-1-1,LIM-1-1,014-73fda-71,2019/09/04,35-e69-ef966-a8-1-2
014-73fda-71,e69-ef966-a8,35,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,35-e69-ef966-a8-1-1,LIM-1-1,014-73fda-71,2019/09/04,35-e69-ef966-a8-1-2
014-73fda-71,e69-ef966-a8,35,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,3-642-15727-b8-4-4,,014-73fda-71,2019/09/04,35-e69-ef966-a8-1-1
014-73fda-71,e69-ef966-a8,35,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,35-e69-ef966-a8-1-2,LIM-1-2,014-73fda-71,2019/09/04,35-e69-ef966-a8-1-1
014-73fda-71,e69-ef966-a8,35,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,35-e69-ef966-a8-1-2,LIM-1-2,014-73fda-71,2019/09/04,35-e69-ef966-a8-1-1
014-73fda-71,e69-ef966-a8,35,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,35-e69-ef966-a8-1-2,LIM-1-2,014-73fda-71,2019/09/04,35-e69-ef966-a8-1-1
afc-75de1-c0,e8f-5b50a-c8,21,2,2,10,LIM-2-2,STO-TERM1-1-1;LIM-2-2-8;LIM-2-2-5;OSC-2-4-21;LIM-2-2;GMD-2-4,21-64a-a9f8d-df-1-1,,afc-75de1-c0,2019/09/04,21-e8f-5b50a-c8-2-2
58c-ea46f-12,ef4-69077-2d,4000,3,4,2,LIM-3-2,LIM-3-2-8;LIM-3-2-5;OSC-3-4-21;LIM-3-2;GMD-3-4;CMD8-3-5,4-d96-a7fb5-a5-2-1,,58c-ea46f-12,2019/09/04,4000-ef4-69077-2d-3-4
293-7683c-f3,f27-6a61c-a9,100,1,4,2,LIM-1-24,LIM-1-24-8;LIM-1-24-5;LIM-1-24;CMD44-1-51;CMD44-1-52;WSSOPM-1-26;BMD-1-57;LIM-1-25;SLIC-1-7,101-c2a-458e5-2d-1-1,,293-7683c-f3,2019/09/04,100-f27-6a61c-a9-1-4
293-7683c-f3,f27-6a61c-a9,100,1,4,2,LIM-1-24,LIM-1-24-8;LIM-1-24-5;LIM-1-24;CMD44-1-51;CMD44-1-52;WSSOPM-1-26;BMD-1-57;LIM-1-25;SLIC-1-7,100-f27-6a61c-a9-1-1,LIM-1-34,c45-bec97-ac,2019/09/04,100-f27-6a61c-a9-1-4
293-7683c-f3,f27-6a61c-a9,100,1,4,2,LIM-1-24,LIM-1-24-8;LIM-1-24-5;LIM-1-24;CMD44-1-51;CMD44-1-52;WSSOPM-1-26;BMD-1-57;LIM-1-25;SLIC-1-7,100-f27-6a61c-a9-1-1,LIM-1-34,c45-bec97-ac,2019/09/04,100-f27-6a61c-a9-1-4
293-7683c-f3,f27-6a61c-a9,100,1,4,2,LIM-1-24,LIM-1-24-8;LIM-1-24-5;LIM-1-24;CMD44-1-51;CMD44-1-52;WSSOPM-1-26;BMD-1-57;LIM-1-25;SLIC-1-7,100-f27-6a61c-a9-1-1,LIM-1-34,c45-bec97-ac,2019/09/04,100-f27-6a61c-a9-1-4
c45-bec97-ac,f27-6a61c-a9,100,1,1,1,LIM-1-34,LIM-1-34-8;LIM-1-34-5;OSC-1-21-2;LIM-1-34;WSSOPM-1-31,110-6f8-64e93-88-1-4,,c45-bec97-ac,2019/09/04,100-f27-6a61c-a9-1-1
c45-bec97-ac,f27-6a61c-a9,100,1,1,1,LIM-1-34,LIM-1-34-8;LIM-1-34-5;OSC-1-21-2;LIM-1-34;WSSOPM-1-31,100-f27-6a61c-a9-1-4,LIM-1-24,293-7683c-f3,2019/09/04,100-f27-6a61c-a9-1-1
c45-bec97-ac,f27-6a61c-a9,100,1,1,1,LIM-1-34,LIM-1-34-8;LIM-1-34-5;OSC-1-21-2;LIM-1-34;WSSOPM-1-31,100-f27-6a61c-a9-1-4,LIM-1-24,293-7683c-f3,2019/09/04,100-f27-6a61c-a9-1-1
c45-bec97-ac,f27-6a61c-a9,100,1,1,1,LIM-1-34,LIM-1-34-8;LIM-1-34-5;OSC-1-21-2;LIM-1-34;WSSOPM-1-31,100-f27-6a61c-a9-1-4,LIM-1-24,293-7683c-f3,2019/09/04,100-f27-6a61c-a9-1-1
c86-094ec-03,f8c-02d79-ac,39,42,4,2,,,26-e9f-67cf0-75-41-1,,no value present,2019/09/04,39-f8c-02d79-ac-42-4
c86-094ec-03,f8c-02d79-ac,39,42,4,2,,,39-f8c-02d79-ac-41-1,,216-fd2b6-77,2019/09/04,39-f8c-02d79-ac-42-4
c86-094ec-03,f8c-02d79-ac,39,42,4,2,,,39-f8c-02d79-ac-41-1,,216-fd2b6-77,2019/09/04,39-f8c-02d79-ac-42-4
c86-094ec-03,f8c-02d79-ac,39,42,4,2,,,39-f8c-02d79-ac-41-1,,216-fd2b6-77,2019/09/04,39-f8c-02d79-ac-42-4
216-fd2b6-77,f8c-02d79-ac,39,41,1,1,,,43-179-6a3d0-7f-41-2,,no value present,2019/09/04,39-f8c-02d79-ac-41-1
216-fd2b6-77,f8c-02d79-ac,39,41,1,1,,,39-f8c-02d79-ac-42-4,,c86-094ec-03,2019/09/04,39-f8c-02d79-ac-41-1
216-fd2b6-77,f8c-02d79-ac,39,41,1,1,,,39-f8c-02d79-ac-42-4,,c86-094ec-03,2019/09/04,39-f8c-02d79-ac-41-1
216-fd2b6-77,f8c-02d79-ac,39,41,1,1,,,39-f8c-02d79-ac-42-4,,c86-094ec-03,2019/09/04,39-f8c-02d79-ac-41-1
b40-ffe98-75,f8c-02d79-ac,39,42,5,1,,,40-895-dc759-5d-42-8,,no value present,2019/09/04,39-f8c-02d79-ac-42-5
b40-ffe98-75,f8c-02d79-ac,39,42,5,1,,,39-f8c-02d79-ac-42-4,,c86-094ec-03,2019/09/04,39-f8c-02d79-ac-42-5
b40-ffe98-75,f8c-02d79-ac,39,42,5,1,,,39-f8c-02d79-ac-42-4,,c86-094ec-03,2019/09/04,39-f8c-02d79-ac-42-5
b40-ffe98-75,f8c-02d79-ac,39,42,5,1,,,39-f8c-02d79-ac-42-4,,c86-094ec-03,2019/09/04,39-f8c-02d79-ac-42-5
afc-75de1-c0,fa4-9fd19-5d,10,1,2,32,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,9-24e-a9eb9-19-1-1,,afc-75de1-c0,2019/09/04,10-fa4-9fd19-5d-1-2
afc-75de1-c0,fa4-9fd19-5d,10,1,2,32,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,10-fa4-9fd19-5d-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,10-fa4-9fd19-5d-1-2
afc-75de1-c0,fa4-9fd19-5d,10,1,2,32,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,10-fa4-9fd19-5d-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,10-fa4-9fd19-5d-1-2
afc-75de1-c0,fa4-9fd19-5d,10,1,2,32,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,10-fa4-9fd19-5d-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,10-fa4-9fd19-5d-1-2
afc-75de1-c0,fa4-9fd19-5d,10,1,1,33,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,9-24e-a9eb9-19-1-1,,afc-75de1-c0,2019/09/04,10-fa4-9fd19-5d-1-1
afc-75de1-c0,fa4-9fd19-5d,10,1,1,33,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,10-fa4-9fd19-5d-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,10-fa4-9fd19-5d-1-1
afc-75de1-c0,fa4-9fd19-5d,10,1,1,33,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,10-fa4-9fd19-5d-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,10-fa4-9fd19-5d-1-1
afc-75de1-c0,fa4-9fd19-5d,10,1,1,33,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,10-fa4-9fd19-5d-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,10-fa4-9fd19-5d-1-1
1a6-101ec-27,fe6-4787b-af,105,5,12,2,LIM-5-24,LIM-5-24-8;LIM-5-24-5;LIM-5-24;CMD44-5-51;CMD44-5-52;WSSOPM-5-27;BMD-5-55;BMD-5-57;SLIC-5-25;BMD-5-54,104-06a-5c2ee-6f-11-11,,no value present,2019/09/04,105-fe6-4787b-af-5-12
1a6-101ec-27,fe6-4787b-af,105,5,12,2,LIM-5-24,LIM-5-24-8;LIM-5-24-5;LIM-5-24;CMD44-5-51;CMD44-5-52;WSSOPM-5-27;BMD-5-55;BMD-5-57;SLIC-5-25;BMD-5-54,105-fe6-4787b-af-2-4,LIM-2-24,60f-2e739-ec,2019/09/04,105-fe6-4787b-af-5-12
1a6-101ec-27,fe6-4787b-af,105,5,12,2,LIM-5-24,LIM-5-24-8;LIM-5-24-5;LIM-5-24;CMD44-5-51;CMD44-5-52;WSSOPM-5-27;BMD-5-55;BMD-5-57;SLIC-5-25;BMD-5-54,105-fe6-4787b-af-2-4,LIM-2-24,60f-2e739-ec,2019/09/04,105-fe6-4787b-af-5-12
1a6-101ec-27,fe6-4787b-af,105,5,12,2,LIM-5-24,LIM-5-24-8;LIM-5-24-5;LIM-5-24;CMD44-5-51;CMD44-5-52;WSSOPM-5-27;BMD-5-55;BMD-5-57;SLIC-5-25;BMD-5-54,105-fe6-4787b-af-2-4,LIM-2-24,60f-2e739-ec,2019/09/04,105-fe6-4787b-af-5-12
60f-2e739-ec,fe6-4787b-af,105,2,4,2,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,104-ae4-93288-61-2-1,,60f-2e739-ec,2019/09/04,105-fe6-4787b-af-2-4
60f-2e739-ec,fe6-4787b-af,105,2,4,2,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,105-fe6-4787b-af-5-12,LIM-5-24,1a6-101ec-27,2019/09/04,105-fe6-4787b-af-2-4
60f-2e739-ec,fe6-4787b-af,105,2,4,2,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,105-fe6-4787b-af-5-12,LIM-5-24,1a6-101ec-27,2019/09/04,105-fe6-4787b-af-2-4
60f-2e739-ec,fe6-4787b-af,105,2,4,2,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,105-fe6-4787b-af-5-12,LIM-5-24,1a6-101ec-27,2019/09/04,105-fe6-4787b-af-2-4
afc-75de1-c0,fe6-4787b-af,105,4,2,50,LIM-4-22,LIM-4-22-8;LIM-4-22-5;OSC-4-21-1;LIM-4-22;CMD44-4-51;CMD44-4-52;WSSOPM-4-26,2-196-2ec6e-66-1-1,,afc-75de1-c0,2019/09/04,105-fe6-4787b-af-4-2
afc-75de1-c0,fe6-4787b-af,105,4,2,50,LIM-4-22,LIM-4-22-8;LIM-4-22-5;OSC-4-21-1;LIM-4-22;CMD44-4-51;CMD44-4-52;WSSOPM-4-26,105-fe6-4787b-af-5-12,LIM-5-24,1a6-101ec-27,2019/09/04,105-fe6-4787b-af-4-2
afc-75de1-c0,fe6-4787b-af,105,4,2,50,LIM-4-22,LIM-4-22-8;LIM-4-22-5;OSC-4-21-1;LIM-4-22;CMD44-4-51;CMD44-4-52;WSSOPM-4-26,105-fe6-4787b-af-5-12,LIM-5-24,1a6-101ec-27,2019/09/04,105-fe6-4787b-af-4-2
afc-75de1-c0,fe6-4787b-af,105,4,2,50,LIM-4-22,LIM-4-22-8;LIM-4-22-5;OSC-4-21-1;LIM-4-22;CMD44-4-51;CMD44-4-52;WSSOPM-4-26,105-fe6-4787b-af-5-12,LIM-5-24,1a6-101ec-27,2019/09/04,105-fe6-4787b-af-4-2
